AccountNo,Client_num,BankID,AccountType,Balance,Open_date,Close_date,Overdraft_limit
420800,66344734,27727923,Loan,77730.58,2021-07-20,,38.94
262588,26145529,22632821,Loan,74555.2,2020-03-29,,399.8
623699,53754997,22459364,Checking,12077.81,2022-04-10,,501.06
521119,32756915,32264006,Credit Card,57287.91,2022-09-12,,128.08
801922,91408785,74290792,Credit Card,77023.89,2024-01-06,,458.16
790161,49047822,19918798,Savings,64215.18,2019-08-29,,955.94
268760,85300761,12409716,Savings,1265.25,2020-10-14,,114.89
949104,14378725,87451692,Loan,22022.61,2022-10-28,,901.3
751909,68123389,41046679,Credit Card,97861.43,2022-11-22,2023-09-18,524.01
111291,66221716,92114008,Loan,35584.56,2021-04-15,,981.64
514775,77694407,90079264,Credit Card,773.91,2020-08-07,,361.83
281358,49225610,41087230,Credit Card,62170.76,2019-12-17,,560.28
214764,53319974,32264006,Credit Card,32799.35,2023-10-17,2024-03-09,773.49
641000,93117415,21813819,Loan,45824.68,2021-01-01,,583.94
402230,34499995,27727923,Loan,43157.54,2022-10-22,,208.66
882142,41661096,12907760,Savings,32063.02,2022-01-17,,886.01
559908,57960682,50736126,Savings,62657.4,2020-07-12,,559.09
884057,97525021,12907760,Savings,49361.1,2019-08-04,,472.72
903758,60102402,41087230,Checking,95768.9,2019-07-27,2019-11-21,213.36
209080,11932582,22632821,Checking,8713.16,2020-03-25,,202.16
924829,53248984,80257887,Loan,56809.32,2019-07-05,2024-02-28,684.97
27375,96568002,20265646,Credit Card,73420.29,2023-02-16,,543.7
749822,34358480,92707769,Savings,51121.06,2020-07-01,,614.78
493793,76370092,11569464,Loan,35414.08,2020-09-02,,661.59
395730,36597810,11569464,Loan,55025.59,2022-11-02,,350.94
460987,62452521,67777959,Loan,72804.03,2023-06-09,,330.93
54370,95894859,21077921,Credit Card,2725.23,2022-09-27,2023-09-06,942.6
698826,63085305,56863141,Checking,9308.49,2022-09-01,2023-08-01,837.06
594967,85161606,58525202,Credit Card,57844.25,2024-03-01,2024-04-21,414.41
391642,73133055,11569464,Checking,99440.3,2023-07-07,2024-01-15,401.78
495692,97232209,40716801,Loan,6176.85,2021-09-09,2022-10-05,800.01
644491,44035384,39697743,Credit Card,68861.05,2019-07-05,,564.16
520103,70933074,29369239,Loan,2635.61,2019-08-16,,836.12
27727,19593890,16698795,Savings,48505.51,2021-06-22,,673.0
152871,13267711,12409716,Checking,61978.89,2019-11-01,,312.56
260667,13867635,97544214,Checking,43434.44,2021-12-19,,75.82
927191,36733383,60581823,Loan,26656.23,2020-04-19,,462.58
419451,76829158,13871080,Checking,52783.32,2019-06-30,2022-04-25,696.99
401135,85503444,40716801,Credit Card,1669.83,2021-02-07,2024-03-24,779.69
134554,14979578,79497184,Loan,4228.34,2024-01-03,,916.46
528941,23174698,69598209,Loan,71355.95,2022-07-15,,450.13
541716,10744804,21077921,Checking,62529.05,2024-03-29,,826.98
781412,51306370,55798973,Checking,49208.85,2023-09-21,,145.47
367150,56364620,86893602,Loan,93133.18,2023-12-28,,976.54
893789,16392981,87451692,Checking,68190.28,2019-05-03,,482.5
862729,67644474,84037897,Checking,85702.46,2022-08-03,,473.0
184162,79274213,80257887,Savings,61279.1,2023-11-06,,668.7
67655,36160425,69598209,Credit Card,24021.18,2021-07-12,,389.39
400076,40958175,22632821,Credit Card,89110.94,2020-12-20,,306.83
521866,93249067,22632821,Loan,17734.13,2024-03-04,,744.12
641195,38872755,42672546,Credit Card,96354.56,2022-06-18,,824.49
253342,37022712,84037897,Credit Card,67828.22,2019-09-18,,710.85
28372,29705425,65785496,Credit Card,99088.92,2021-07-13,,971.05
676927,11312273,40716801,Credit Card,75248.38,2022-08-04,,411.42
74626,48932804,87451692,Credit Card,92231.42,2020-01-16,,569.27
980107,69086249,67777959,Savings,81357.65,2021-02-22,,382.66
649415,64493491,76033207,Loan,91538.6,2020-03-20,2023-01-24,369.61
484422,77125596,19918798,Savings,63655.13,2023-10-26,,318.1
682687,55700129,13871080,Checking,29259.06,2021-12-12,2022-01-12,850.23
146563,83141076,87451692,Loan,72907.45,2023-09-07,,633.85
548331,60576746,90079264,Checking,28147.38,2023-02-25,2024-04-09,208.33
124573,52520788,46264809,Savings,88272.48,2022-07-23,,468.7
496026,81427476,16698795,Loan,27987.06,2019-10-13,,529.04
158931,80213205,79497184,Savings,11954.16,2023-03-15,,934.59
21032,28909515,12322955,Credit Card,2714.65,2020-08-06,,387.76
826607,41160385,40716801,Credit Card,15298.53,2024-02-03,,279.12
878390,66750935,32264006,Loan,32985.47,2024-04-20,2024-04-25,579.15
32374,47693458,12180519,Savings,63285.38,2023-05-03,,770.43
658761,45369635,19918798,Checking,29020.54,2020-03-24,,766.55
533803,64944054,87451692,Checking,14407.54,2021-02-10,,496.08
477555,53916124,72565719,Savings,52763.54,2020-01-06,,987.62
473860,74119479,84037897,Credit Card,37844.67,2023-01-12,,952.76
510003,23189975,64452737,Savings,29710.72,2024-03-16,,626.39
96399,46967560,40716801,Checking,60183.93,2023-02-06,,77.34
836450,70686943,79497184,Credit Card,64249.32,2022-09-23,,537.18
194137,23782485,42672546,Credit Card,81448.69,2023-02-19,,426.94
561401,47758727,65785496,Savings,60998.36,2022-11-07,,390.92
126034,84315446,80257887,Loan,85362.76,2020-10-14,,396.64
298655,91504539,17178471,Savings,11184.43,2022-07-30,2023-02-08,201.23
677414,75631717,81352293,Credit Card,77837.53,2022-09-04,,36.12
239018,76158146,37753542,Loan,55722.47,2023-11-13,,918.58
317711,58821444,37753542,Savings,4693.04,2020-12-18,,961.64
957262,81194191,74290792,Checking,86248.03,2019-09-15,,918.49
292927,12489464,12549576,Loan,99807.42,2020-07-25,,402.4
284015,65962817,59181519,Credit Card,15730.0,2019-07-14,2022-03-28,634.85
480470,44823292,46264809,Checking,47666.16,2022-08-19,,731.78
551931,64724542,51710843,Credit Card,71875.37,2020-05-12,,644.01
242050,80521253,76033207,Credit Card,33019.65,2022-03-16,,533.11
37514,11623133,14589305,Savings,54652.9,2022-08-02,2022-12-03,19.31
812566,39823529,60581823,Credit Card,91684.04,2019-06-18,2023-05-07,474.41
507179,36474186,25223326,Savings,95126.27,2022-01-24,,603.07
39815,36947337,37753542,Checking,12412.29,2021-12-22,,497.04
210658,93442605,22459364,Savings,73603.81,2020-09-30,,504.33
545665,58365249,79497184,Savings,59625.73,2021-03-14,2023-06-07,729.9
735355,83607171,16698795,Credit Card,96311.42,2021-10-13,2023-04-19,778.06
485211,15623957,93574729,Loan,80198.33,2022-08-06,,717.22
324726,30153540,63064216,Savings,49811.6,2022-06-14,,38.85
507096,95572594,64452737,Loan,92702.86,2023-03-05,,681.69
534270,83400606,19918798,Checking,67655.61,2019-10-31,,220.87
571904,99312600,22135191,Loan,6654.15,2022-04-19,,923.01
406222,61253841,80257887,Savings,41660.08,2021-01-12,,905.34
305819,53851488,12322955,Savings,8758.6,2023-05-18,,153.47
97108,65926988,58525202,Savings,26014.48,2023-08-14,,567.76
505561,41414714,46264809,Savings,90490.81,2020-07-22,,669.93
700786,20099070,37753542,Loan,80280.83,2020-09-01,,104.04
96429,69856060,80257887,Credit Card,76718.86,2022-10-12,,874.36
248806,95120763,74290792,Loan,90271.7,2023-12-03,,100.03
1073,51691924,92114008,Credit Card,12504.21,2020-06-06,,88.7
453489,43693140,50736126,Savings,50393.18,2024-03-24,,625.4
37203,66549780,25223326,Loan,44682.28,2022-06-23,2023-01-12,565.47
188167,46789539,84037897,Loan,54301.06,2023-01-21,,53.61
600070,64002326,63064216,Checking,32439.92,2023-02-09,,507.1
775231,70302207,72565719,Loan,5734.81,2022-11-13,,203.39
814738,18714636,21813819,Savings,99543.16,2022-04-23,,647.03
135855,39818867,67777959,Savings,41273.28,2020-11-24,,941.12
195481,73224592,12549576,Loan,5498.72,2019-11-30,,313.63
521739,56259574,16698795,Loan,69253.54,2019-10-28,,449.44
817327,34517239,72565719,Checking,47653.76,2022-05-20,,803.11
853720,30439002,32264006,Checking,27349.99,2020-02-12,2020-12-04,797.8
217868,28704865,65785496,Loan,57079.82,2024-04-20,,737.93
944754,57701530,58525202,Credit Card,919.19,2019-08-13,,383.13
280830,77675515,50736126,Checking,81207.6,2021-11-27,2024-03-11,691.57
253251,17355893,40716801,Loan,64415.23,2021-08-08,,44.99
741093,88335848,50736126,Savings,20962.94,2022-05-10,,388.7
53491,78736143,51710843,Credit Card,77384.26,2022-12-21,,909.17
567403,33577184,16698795,Savings,63189.03,2023-03-03,,775.36
751742,68419846,92707769,Credit Card,19881.46,2022-09-14,,94.11
243959,10954787,92114008,Credit Card,9807.35,2022-05-26,,974.0
996150,69804198,12322955,Savings,37558.0,2022-09-28,,627.7
127188,87378936,80257887,Credit Card,29308.2,2021-03-13,2023-01-08,989.78
566868,19486514,12549576,Savings,79683.28,2021-11-11,2022-01-02,871.24
160844,18461728,20758115,Checking,67079.73,2019-12-22,,303.93
658623,34256494,46264809,Credit Card,20445.83,2022-07-07,,422.4
358515,56691599,46264809,Loan,53076.97,2022-08-27,,998.53
893688,17391323,14589305,Loan,39279.47,2021-08-09,2021-10-30,775.19
290203,27453808,77441705,Savings,61761.6,2021-02-05,,397.36
594930,38224234,22135191,Credit Card,87562.64,2023-05-12,,570.39
606234,68806139,77441705,Savings,19155.31,2023-12-27,2024-02-24,254.98
208837,34929299,32264006,Credit Card,82054.39,2021-04-25,,403.54
856439,18465691,67777959,Loan,67863.12,2023-12-27,,918.31
548971,58939573,42672546,Loan,5414.78,2021-07-03,,286.9
845664,78988755,93574729,Checking,61716.63,2019-07-14,,618.79
418443,19140752,40716801,Loan,2501.15,2021-01-01,,934.39
633871,45180145,32264006,Loan,53176.48,2021-01-23,2023-05-14,0.84
965350,41850575,97544214,Credit Card,90412.36,2021-03-11,,674.02
440802,64763030,13871080,Savings,54151.09,2021-05-11,,47.38
332949,25359541,50736126,Savings,74918.35,2021-06-05,2023-08-20,120.01
774545,50568258,20265646,Savings,87187.42,2023-01-21,,337.52
339551,38130231,56863141,Checking,18550.96,2021-05-08,,576.4
104221,59725419,19918798,Savings,82477.37,2021-06-17,,194.33
876464,64028084,50736126,Savings,72549.55,2020-01-31,,620.67
142365,65539615,41046679,Loan,13779.81,2019-06-29,2024-04-12,97.22
642823,36550806,81972872,Loan,6307.05,2024-02-29,2024-03-30,222.82
340058,71368651,69598209,Loan,26670.02,2023-01-29,2023-10-08,585.62
289950,24698771,14589305,Loan,20643.76,2022-02-28,,882.37
864589,91719974,55798973,Checking,77193.48,2022-02-17,,333.98
887573,29322734,50736126,Savings,73940.52,2022-09-27,,856.93
886652,12109425,79497184,Savings,37482.8,2023-03-25,,403.54
196146,97110607,76033207,Savings,6028.55,2023-04-12,,4.67
16575,75952859,14589305,Credit Card,22692.3,2019-12-29,,53.48
727315,25065904,21077921,Loan,48993.79,2022-05-10,,65.84
476586,57550373,21077921,Loan,41446.2,2023-05-21,,725.88
190007,37479039,56863141,Checking,53219.09,2021-04-03,,852.76
589725,83992187,90079264,Checking,71966.35,2023-06-06,,214.79
143416,71337829,22459364,Savings,84230.58,2021-04-29,,943.91
581397,60849345,80287087,Savings,44413.76,2019-11-24,,849.1
993907,85838004,60581823,Savings,24679.94,2019-11-05,2019-12-11,880.98
143493,52569696,20758115,Credit Card,64167.9,2021-08-30,2022-07-01,758.62
478922,15479200,22459364,Loan,45940.57,2019-06-28,,120.47
621902,95782380,50736126,Savings,64788.53,2022-04-17,,154.91
328746,94870300,17178471,Loan,70731.0,2023-05-27,,998.63
173520,29732238,77441705,Loan,47021.38,2024-01-31,2024-04-21,920.8
667576,58755005,51710843,Savings,14869.19,2023-02-03,2023-11-27,788.96
197062,69981391,72565719,Credit Card,77355.92,2020-07-02,,891.96
299263,10059526,20758115,Loan,79139.35,2020-02-21,,389.33
127928,51468605,81352293,Checking,96951.68,2024-01-28,,133.47
120127,20651099,22632821,Savings,96012.44,2021-06-07,,295.64
665376,92122076,50736126,Checking,36506.26,2024-04-19,,841.66
868644,30107697,12322955,Checking,57041.38,2023-09-29,,452.71
666914,57019974,29369239,Loan,76569.0,2020-02-03,,933.39
691203,26970475,22632821,Checking,23427.5,2020-02-17,2022-06-24,311.24
338060,56237993,22632821,Savings,37192.64,2020-07-22,,671.44
251883,94997959,21813819,Savings,21377.13,2021-04-27,,817.44
224330,69200733,92114008,Loan,72103.13,2021-09-04,,681.08
402384,95329979,67777959,Checking,48086.78,2019-07-20,,536.66
761408,63526065,97544214,Credit Card,7040.19,2023-11-10,2024-04-27,530.59
183966,92831842,67777959,Loan,14079.04,2019-08-30,,3.98
621264,55123155,80257887,Checking,86554.11,2019-07-20,,596.64
203425,73865520,32264006,Loan,87544.32,2021-03-31,,433.37
302800,71132502,46264809,Checking,14220.39,2023-11-25,,109.95
818495,78614242,22459364,Savings,79900.26,2021-01-07,2021-07-06,227.56
894920,62060445,21077921,Savings,28752.58,2022-09-10,,343.57
152535,15277570,22632821,Checking,49341.88,2021-08-24,,448.1
674199,53577542,63064216,Checking,7746.97,2022-10-15,2023-07-26,19.18
504061,92970801,74290792,Savings,24042.3,2023-06-20,2024-02-16,498.41
106734,87868012,79497184,Credit Card,83176.34,2022-02-16,,397.0
789886,97611544,84037897,Checking,32645.16,2021-11-14,,196.32
670405,93040555,72565719,Checking,18773.67,2020-07-01,,151.09
459948,38508306,63064216,Loan,76136.89,2021-10-25,,596.19
996146,86073863,12180519,Credit Card,58707.3,2020-08-14,,573.68
729929,29429361,40716801,Checking,91711.95,2020-06-22,,0.33
937540,36454302,76461901,Checking,50558.16,2021-01-09,,42.97
840530,63989936,72565719,Credit Card,27301.25,2021-01-24,,869.38
333483,47017480,22459364,Checking,51427.72,2023-11-19,,633.78
987691,65335123,92114008,Checking,54411.97,2021-01-16,,849.93
959421,12978891,56863141,Credit Card,58160.65,2021-12-05,,833.24
74729,88161539,65785496,Credit Card,26976.26,2020-01-24,,764.29
466832,81296666,50736126,Credit Card,16646.98,2024-01-05,,625.68
143394,44940188,20758115,Checking,37703.94,2019-11-21,2023-12-20,843.58
746900,23127859,42672546,Savings,38932.59,2019-08-16,2020-12-19,903.72
391435,45773515,39697743,Checking,44655.37,2020-03-23,,225.08
368021,53802215,20265646,Checking,92762.93,2022-01-09,,429.62
428391,79388813,22459364,Checking,9133.26,2020-04-14,,151.03
633880,74132788,27727923,Credit Card,13728.92,2022-07-10,,41.58
604224,95632529,12907760,Credit Card,74539.84,2020-04-19,,203.59
687503,70691043,65785496,Checking,85400.55,2021-08-16,,391.41
270374,49044952,32264006,Savings,70085.52,2020-10-12,,368.59
92101,55792724,20758115,Checking,93376.43,2020-03-13,,997.21
813753,40724913,22632821,Savings,19124.78,2022-04-12,,168.54
672654,15027895,76461901,Savings,16058.35,2023-05-28,,753.61
151840,96619953,87451692,Savings,2270.9,2023-01-14,2023-04-06,471.1
740719,34173363,29369239,Credit Card,49069.32,2021-02-12,,208.19
230360,78629666,22459364,Savings,75514.22,2021-08-19,,817.93
336051,22001746,97544214,Checking,76259.41,2020-01-09,,443.19
870342,95409578,79497184,Checking,41880.93,2021-01-01,,661.52
591824,27350328,58525202,Credit Card,59457.86,2021-03-04,2024-04-27,56.02
233825,59686331,20265646,Checking,52563.56,2021-03-24,,27.57
662677,48982324,58525202,Credit Card,63948.97,2022-11-01,,169.15
108760,68004071,22632821,Credit Card,13740.46,2023-06-15,,614.29
374835,73665829,51710843,Checking,30649.79,2019-09-30,,778.33
70177,65747802,56863141,Savings,41411.83,2021-11-13,,429.42
278710,28045425,22632821,Checking,95363.71,2021-01-29,,450.2
889178,55645700,80287087,Checking,40037.97,2019-10-25,2021-10-03,400.27
520394,58345915,22632821,Credit Card,81885.4,2022-10-09,,39.43
413447,79007677,20265646,Checking,54863.88,2023-11-22,2023-12-10,216.13
801336,77661218,21077921,Savings,20533.04,2023-01-04,2023-11-19,233.08
663773,91583763,20265646,Checking,49746.08,2022-08-15,,230.75
24341,25069673,84037897,Loan,84361.02,2022-10-30,,342.95
329385,97297280,63064216,Savings,81441.65,2019-11-28,2020-08-31,379.18
440401,67966165,80287087,Credit Card,90636.83,2019-11-06,,341.06
905783,44019076,79497184,Credit Card,77195.12,2019-09-12,2020-10-12,502.07
243071,25804060,32264006,Savings,12779.85,2020-07-23,,988.84
175339,64312608,22459364,Credit Card,2313.67,2022-12-29,,837.95
660612,43294641,27727923,Checking,45709.9,2020-12-03,,336.07
171548,94076202,41046679,Loan,76320.35,2021-09-07,,934.08
294543,58799357,42672546,Savings,25039.43,2020-11-24,,878.18
588707,70143412,64452737,Checking,70090.24,2022-06-02,,710.17
570065,56984111,74290792,Savings,51197.91,2023-10-12,,740.97
918459,37524026,80287087,Loan,57884.08,2022-03-13,,762.57
910023,60965671,72565719,Savings,20673.92,2020-05-26,,464.7
878143,85017076,41046679,Checking,840.52,2022-10-04,2024-03-22,177.56
931302,56013691,74290792,Checking,90858.4,2022-04-20,,222.05
297762,35396747,40716801,Credit Card,47916.71,2020-11-14,,750.92
472475,63057634,32264006,Checking,23479.96,2019-11-04,,886.08
959908,55561110,32264006,Loan,59430.79,2021-03-01,,288.83
950733,88360137,64741389,Credit Card,63562.45,2022-09-29,2023-03-01,304.25
894195,78587077,69598209,Checking,74502.7,2020-01-19,,209.91
901854,10481201,93574729,Loan,38547.83,2022-07-04,,992.47
624324,99741981,55798973,Credit Card,44779.28,2022-11-17,2023-02-13,467.52
514282,59305218,22135191,Checking,82990.65,2023-12-29,,558.72
737663,88774721,86893602,Checking,73603.0,2020-11-23,,386.78
965612,44431732,13871080,Credit Card,23796.55,2020-04-05,,381.38
942003,82766418,20265646,Checking,24239.66,2021-05-28,,440.37
40709,67349621,32264006,Checking,90711.92,2023-01-13,,245.12
126265,53445679,37753542,Savings,21109.37,2022-12-10,,905.76
387363,50881976,12907760,Credit Card,68903.1,2022-09-17,2023-09-27,511.11
235045,28080698,12907760,Checking,46545.7,2021-06-20,,639.72
831154,78408956,58525202,Checking,35733.61,2022-08-14,,915.22
897581,98637786,12180519,Savings,57732.82,2023-06-03,,830.78
314678,20246427,86893602,Checking,43658.88,2020-04-29,,70.75
920625,80702121,41046679,Checking,43631.43,2020-01-30,,994.62
828697,27314789,42672546,Savings,44987.86,2022-05-14,,631.49
73464,88013218,90079264,Savings,31573.11,2022-06-27,,925.99
705205,94668191,67777959,Loan,96506.92,2019-08-19,,419.58
799976,38651271,12409716,Checking,88038.19,2024-04-02,,890.38
996319,65771414,74290792,Checking,97627.1,2022-09-15,2023-12-06,321.28
675875,57140814,20265646,Credit Card,77375.66,2023-06-24,,541.13
258582,61204984,12549576,Checking,97668.46,2021-08-28,,152.42
235392,36358564,59181519,Credit Card,57580.43,2019-10-16,,239.28
768605,43080080,67777959,Loan,39846.48,2019-12-10,,991.84
413442,70844699,46264809,Credit Card,60610.66,2019-12-06,2024-01-27,410.59
443494,19325097,90079264,Checking,27976.65,2022-12-11,,763.61
402344,85725416,32264006,Credit Card,67776.69,2021-03-15,,505.19
605966,57536673,20265646,Savings,69173.16,2020-06-03,,783.33
315641,67941925,81352293,Credit Card,60438.24,2023-09-05,,511.53
721031,77410901,12409716,Savings,23189.59,2019-06-26,,424.52
389445,54028072,81972872,Checking,20329.75,2023-06-01,,545.15
993598,69093887,39697743,Savings,47748.96,2021-01-14,,690.9
86364,10683266,79497184,Checking,18837.84,2023-05-08,,771.45
849603,91331960,25223326,Checking,77747.98,2022-06-25,,865.15
